threshold,tp,tn,fp,fn,n,positives,negatives,flagged,passed,recall,specificity,fpr,fnr,precision,npv,accuracy,f1,recall_lo,recall_hi,fpr_lo,fpr_hi
0.5392588584803983,54,489,363,0,906,54,852,417,489,1.0,0.573943661971831,0.426056338028169,0.0,0.12949640287769784,1.0,0.5993377483443708,0.22929936305732485,1.0,1.0,0.4,0.45574343496161124
0.539568345323741,54,489,363,0,906,54,852,417,489,1.0,0.573943661971831,0.426056338028169,0.0,0.12949640287769784,1.0,0.5993377483443708,0.22929936305732485,1.0,1.0,0.4,0.45574343496161124
0.5417317372111712,54,492,360,0,906,54,852,414,492,1.0,0.5774647887323944,0.4225352112676056,0.0,0.13043478260869565,1.0,0.6026490066225165,0.23076923076923078,1.0,1.0,0.3988372093023256,0.448357851736755
0.5425331170934484,54,493,359,0,906,54,852,413,493,1.0,0.5786384976525821,0.4213615023474178,0.0,0.13075060532687652,1.0,0.6037527593818984,0.23126338329764454,1.0,1.0,0.3974447979457447,0.44724296926095486
0.5449029126213593,54,493,359,0,906,54,852,413,493,1.0,0.5786384976525821,0.4213615023474178,0.0,0.13075060532687652,1.0,0.6037527593818984,0.23126338329764454,1.0,1.0,0.3974447979457447,0.44724296926095486
0.5450059531605643,54,495,357,0,906,54,852,411,495,1.0,0.5809859154929577,0.41901408450704225,0.0,0.13138686131386862,1.0,0.6059602649006622,0.23225806451612904,1.0,1.0,0.3932680251186429,0.44579051500118116
0.5461672146295342,54,496,356,0,906,54,852,410,496,1.0,0.5821596244131455,0.41784037558685444,0.0,0.13170731707317074,1.0,0.6070640176600441,0.23275862068965517,1.0,1.0,0.39219957321356347,0.4448443451121456
0.5484045285523361,54,497,355,0,906,54,852,409,497,1.0,0.5833333333333334,0.4166666666666667,0.0,0.13202933985330073,1.0,0.608167770419426,0.23326133909287258,1.0,1.0,0.3910524516273229,0.4441860465116279
0.553036203199679,54,498,354,0,906,54,852,408,498,1.0,0.5845070422535211,0.4154929577464789,0.0,0.1323529411764706,1.0,0.609271523178808,0.23376623376623376,1.0,1.0,0.3897892608551541,0.44323735738513725
0.5536791314837153,54,498,354,0,906,54,852,408,498,1.0,0.5845070422535211,0.4154929577464789,0.0,0.1323529411764706,1.0,0.609271523178808,0.23376623376623376,1.0,1.0,0.3897892608551541,0.44323735738513725
0.555226164423374,54,501,351,0,906,54,852,405,501,1.0,0.5880281690140845,0.4119718309859155,0.0,0.13333333333333333,1.0,0.6125827814569537,0.23529411764705882,1.0,1.0,0.3860035246128866,0.44019471411067435
0.5556900726392252,54,501,351,0,906,54,852,405,501,1.0,0.5880281690140845,0.4119718309859155,0.0,0.13333333333333333,1.0,0.6125827814569537,0.23529411764705882,1.0,1.0,0.3860035246128866,0.44019471411067435
0.5562776944225348,53,502,350,1,906,54,852,403,503,0.9814814814814815,0.5892018779342723,0.4107981220657277,0.018518518518518517,0.1315136476426799,0.9980119284294234,0.6125827814569537,0.23194748358862144,0.9423076923076923,1.0,0.38549183129126735,0.43858007755340944
0.5572336645657989,53,503,349,1,906,54,852,402,504,0.9814814814814815,0.5903755868544601,0.4096244131455399,0.018518518518518517,0.1318407960199005,0.998015873015873,0.6136865342163356,0.2324561403508772,0.9423076923076923,1.0,0.38434376298767037,0.4375799344594325
0.5581981436160711,53,504,348,1,906,54,852,401,505,0.9814814814814815,0.5915492957746479,0.4084507042253521,0.018518518518518517,0.13216957605985039,0.998019801980198,0.6147902869757175,0.23296703296703297,0.9423076923076923,1.0,0.3831756771374178,0.43721086026683287
0.5593036017451148,53,505,347,1,906,54,852,400,506,0.9814814814814815,0.5927230046948356,0.4072769953051643,0.018518518518518517,0.1325,0.9980237154150198,0.6158940397350994,0.23348017621145375,0.9423076923076923,1.0,0.3817966903073286,0.43623740254733917
0.5599209770077215,53,506,346,1,906,54,852,399,507,0.9814814814814815,0.5938967136150235,0.4061032863849765,0.018518518518518517,0.13283208020050125,0.9980276134122288,0.6169977924944813,0.23399558498896247,0.9423076923076923,1.0,0.3797799259480828,0.4359296985738667
0.5601804993252361,53,508,344,1,906,54,852,397,509,0.9814814814814815,0.596244131455399,0.40375586854460094,0.018518518518518517,0.13350125944584382,0.9980353634577603,0.6192052980132451,0.23503325942350334,0.9423076923076923,1.0,0.37893469338483826,0.4316337422981299
0.5617442618119802,53,509,343,1,906,54,852,396,510,0.9814814814814815,0.5974178403755869,0.4025821596244131,0.018518518518518517,0.13383838383838384,0.9980392156862745,0.6203090507726269,0.23555555555555555,0.9423076923076923,1.0,0.37769666585310224,0.4310606564026741
0.5635567188888881,53,510,342,1,906,54,852,395,511,0.9814814814814815,0.5985915492957746,0.4014084507042254,0.018518518518518517,0.1341772151898734,0.9980430528375733,0.6214128035320088,0.23608017817371937,0.9423076923076923,1.0,0.37587006960556846,0.4302328989339949
0.5640223927604581,53,511,341,1,906,54,852,394,512,0.9814814814814815,0.5997652582159625,0.40023474178403756,0.018518518518518517,0.13451776649746192,0.998046875,0.6225165562913907,0.23660714285714285,0.9423076923076923,1.0,0.3744097114552903,0.4292549136182416
0.56460342434231,53,512,340,1,906,54,852,393,513,0.9814814814814815,0.6009389671361502,0.39906103286384975,0.018518518518518517,0.13486005089058525,0.9980506822612085,0.6236203090507726,0.2371364653243848,0.9423076923076923,1.0,0.37325540452014416,0.42857142857142855
0.5666437642251728,53,513,339,1,906,54,852,392,514,0.9814814814814815,0.602112676056338,0.397887323943662,0.018518518518518517,0.13520408163265307,0.9980544747081712,0.6247240618101545,0.23766816143497757,0.9423076923076923,1.0,0.3731504514373623,0.42621311220619523
0.5692501297891739,53,514,338,1,906,54,852,391,515,0.9814814814814815,0.6032863849765259,0.3967136150234742,0.018518518518518517,0.13554987212276215,0.9980582524271845,0.6258278145695364,0.23820224719101124,0.9423076923076923,1.0,0.37206160516819925,0.42512220730489864
0.5719467956469165,53,515,337,1,906,54,852,390,516,0.9814814814814815,0.6044600938967136,0.3955399061032864,0.018518518518518517,0.1358974358974359,0.998062015503876,0.6269315673289183,0.23873873873873874,0.9423076923076923,1.0,0.37032308873875636,0.4244621284104792
0.572288757351348,53,517,335,1,906,54,852,388,518,0.9814814814814815,0.6068075117370892,0.3931924882629108,0.018518518518518517,0.13659793814432988,0.9980694980694981,0.6291390728476821,0.2398190045248869,0.9423076923076923,1.0,0.3669685940315199,0.4233181869656304
0.5745903824425677,53,518,334,1,906,54,852,387,519,0.9814814814814815,0.607981220657277,0.392018779342723,0.018518518518518517,0.13695090439276486,0.9980732177263969,0.630242825607064,0.24036281179138322,0.9423076923076923,1.0,0.36674069855732727,0.4209290447692549
0.575290452404994,53,519,333,1,906,54,852,386,520,0.9814814814814815,0.6091549295774648,0.3908450704225352,0.018518518518518517,0.13730569948186527,0.9980769230769231,0.6313465783664459,0.2409090909090909,0.9423076923076923,1.0,0.3652252358117794,0.41974316713284043
